application_id,age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
AUS114332,25,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114333,31,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Employer not verified
AUS114334,56,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114335,48,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114336,34,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Failed health requirements
AUS114337,48,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Invalid or expired passport
AUS114338,43,Female,Work Visa,"Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS114339,39,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Failed health requirements
AUS114340,32,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,IELTS requirement not met
AUS114341,22,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114342,57,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114343,24,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114344,44,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Failed health requirements
AUS114345,43,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Missing documents
AUS114346,31,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS114347,53,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Employer not verified
AUS114348,21,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114349,34,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
AUS114350,25,Male,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,Missing documents
AUS114351,20,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS114352,37,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,No strong home-country ties
AUS114353,24,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Suspicious travel history
AUS114354,51,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114355,18,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114356,49,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS114357,41,Male,Work Visa,"Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Suspicious travel history
AUS114358,57,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,No strong home-country ties
AUS114359,53,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114360,47,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Insufficient funds
AUS114361,55,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Suspicious travel history
AUS114362,49,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114363,39,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Insufficient funds
AUS114364,51,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114365,57,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS114366,31,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114367,55,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,IELTS requirement not met
AUS114368,19,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,Inconsistent information
AUS114369,21,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance",No,IELTS requirement not met
AUS114370,44,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,IELTS requirement not met
AUS114371,44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114372,37,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS114373,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114374,38,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114375,46,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114376,43,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114377,26,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114378,53,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Academic documents incomplete
AUS114379,42,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114380,28,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114381,45,Male,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Incorrect application form
AUS114382,41,Other,Visit Visa,"Travel Insurance, Itinerary, Invitation Letter",No,Unclear travel purpose
AUS114383,23,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS114384,36,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114385,54,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114386,34,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS114387,59,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Incorrect application form
AUS114388,50,Male,Student Visa,"Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS114389,23,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114390,25,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS114391,52,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114392,39,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114393,44,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114394,58,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114395,55,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114396,46,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS114397,50,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS114398,33,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS114399,48,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
AUS114400,59,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114401,53,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114402,38,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS114403,22,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114404,26,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114405,53,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS114406,18,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS114407,58,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS114408,37,Male,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Academic documents incomplete
AUS114409,26,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114410,51,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114411,23,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Inconsistent information
AUS114412,25,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Invalid or expired passport
AUS114413,54,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS114414,57,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,No strong home-country ties
AUS114415,52,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS114416,57,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114417,29,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114418,57,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS114419,38,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114420,50,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114421,19,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS114422,55,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Suspicious travel history
AUS114423,45,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114424,24,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114425,47,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114426,59,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS114427,27,Male,Work Visa,"Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS114428,25,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114429,33,Male,Work Visa,"Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS114430,25,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance",No,Incorrect application form
AUS114431,45,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Inconsistent information
AUS114432,37,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,IELTS requirement not met
AUS114433,49,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114434,50,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary",No,Incorrect application form
AUS114435,22,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,IELTS requirement not met
AUS114436,46,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114437,53,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS114438,31,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Suspicious travel history
AUS114439,18,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114440,54,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS114441,37,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114442,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS114443,30,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS114444,55,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114445,57,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114446,29,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114447,22,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Academic documents incomplete
AUS114448,52,Other,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Missing documents
AUS114449,57,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114450,32,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Employer not verified
AUS114451,42,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114452,39,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS114453,45,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance",No,Invalid or expired passport
AUS114454,54,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114455,52,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS114456,50,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,Inconsistent information
AUS114457,29,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114458,34,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114459,41,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Missing documents
AUS114460,40,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Missing documents
AUS114461,30,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114462,53,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114463,45,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114464,52,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS114465,54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114466,28,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS114467,53,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS114468,46,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Unclear travel purpose
AUS114469,27,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS114470,33,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114471,36,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114472,34,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114473,37,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
AUS114474,28,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114475,50,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114476,24,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Academic documents incomplete
AUS114477,51,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114478,20,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114479,44,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114480,52,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114481,44,Other,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS114482,24,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Invalid or expired passport
AUS114483,57,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114484,42,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Academic documents incomplete
AUS114485,49,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS114486,28,Female,Work Visa,"Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS114487,44,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114488,31,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114489,52,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114490,56,Other,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,IELTS requirement not met
AUS114491,29,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Inconsistent information
AUS114492,48,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114493,42,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Employer not verified
AUS114494,37,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114495,32,Other,Student Visa,"Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114496,18,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,No strong home-country ties
AUS114497,27,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
AUS114498,25,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114499,21,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,IELTS requirement not met
AUS114500,52,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114501,22,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS114502,43,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance",No,No strong home-country ties
AUS114503,59,Other,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS114504,33,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance",No,Suspicious travel history
AUS114505,27,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114506,39,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS114507,52,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS114508,30,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS114509,18,Other,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Employer not verified
AUS114510,40,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114511,40,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Birth Certificate",No,Failed health requirements
AUS114512,56,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,No strong home-country ties
AUS114513,45,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS114514,48,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,No strong home-country ties
AUS114515,52,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114516,56,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Missing documents
AUS114517,46,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114518,58,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
AUS114519,43,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,IELTS requirement not met
AUS114520,35,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS114521,55,Male,Visit Visa,"Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
AUS114522,48,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Missing documents
AUS114523,41,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114524,18,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114525,20,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS114526,32,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114527,26,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114528,42,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS114529,49,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Unclear travel purpose
AUS114530,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114531,27,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114532,21,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114533,28,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114534,33,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114535,56,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Birth Certificate",No,IELTS requirement not met
AUS114536,25,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Inconsistent information
AUS114537,21,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Academic documents incomplete
AUS114538,50,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114539,30,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114540,43,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS114541,55,Female,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS114542,25,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114543,34,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114544,25,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114545,40,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS114546,55,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS114547,58,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114548,36,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114549,29,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114550,49,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS114551,42,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Failed health requirements
AUS114552,37,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS114553,41,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114554,43,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114555,45,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114556,32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114557,55,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114558,52,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
